TSLast,TSActive,TSInactive,TSAckn,TValue,TType,LValue1,LType1,LValue2,LType2,GroupId,AlarmId,ClassId,Priority,State,OffsetLast,OffsetActive,OffsetInactive,OffsetAckn
133019908028080000,133019908028080000,,,1,0,,29,,29,7,27,3,100,2,300,300,-1,-1
133019908028080000,133019908028080000,,,1,0,,29,,29,7,43,3,100,2,300,300,-1,-1
133019908060050000,133019908040050000,133019908060050000,,1,0,,29,,29,12,1,1,10,0,300,300,300,-1
133019908060060000,133019908040060000,133019908060060000,,1,0,,29,,29,12,5,1,10,0,300,300,300,-1
133019908060060000,133019908040060000,133019908060060000,,1,0,,29,,29,12,9,1,10,0,300,300,300,-1
133019908060070000,133019908040070000,133019908060070000,,1,0,,29,,29,12,13,1,10,0,300,300,300,-1
133019908040070000,133019908040070000,,,1,0,,29,,29,12,15,1,10,2,300,300,-1,-1
133019908060070000,133019908040070000,133019908060070000,,1,0,,29,,29,12,22,1,10,0,300,300,300,-1
133020679161210000,133020679161210000,,,1,0,,29,,29,5,32,3,100,2,300,300,-1,-1
133020679162700000,133020679162700000,,,1,0,,29,,29,5,1,3,100,2,300,300,-1,-1
133020679169200000,133020679169200000,,,1,0,,29,,29,5,2,3,100,2,300,300,-1,-1
133020679169210000,133020679169210000,,,1,0,,29,,29,5,3,3,100,2,300,300,-1,-1
133020679169210000,133020679169210000,,,1,0,,29,,29,5,4,3,100,2,300,300,-1,-1
133020679169210000,133020679169210000,,,1,0,,29,,29,5,5,3,100,2,300,300,-1,-1
133020679169220000,133020679169220000,,,1,0,,29,,29,5,6,3,100,2,300,300,-1,-1
133020679169220000,133020679169220000,,,1,0,,29,,29,5,7,3,100,2,300,300,-1,-1
133020679169230000,133020679169230000,,,1,0,,29,,29,5,8,3,100,2,300,300,-1,-1
133020679169230000,133020679169230000,,,1,0,,29,,29,7,1,3,100,2,300,300,-1,-1
133020679169230000,133020679169230000,,,1,0,,29,,29,7,8,3,100,2,300,300,-1,-1
133020679169230000,133020679169230000,,,1,0,,29,,29,7,15,3,100,2,300,300,-1,-1
133020679169240000,133020679169240000,,,1,0,,29,,29,7,25,3,100,2,300,300,-1,-1
133020679169240000,133020679169240000,,,1,0,,29,,29,7,27,3,100,2,300,300,-1,-1
133020679169240000,133020679169240000,,,1,0,,29,,29,7,43,3,100,2,300,300,-1,-1
133020679727730000,133020679180210000,133020679727730000,,1,0,,29,,29,12,1,1,10,0,300,300,300,-1
133020679727730000,133020679180230000,133020679727730000,,1,0,,29,,29,12,5,1,10,0,300,300,300,-1
133020679727740000,133020679180230000,133020679727740000,,1,0,,29,,29,12,9,1,10,0,300,300,300,-1
133020679727740000,133020679180240000,133020679727740000,,1,0,,29,,29,12,13,1,10,0,300,300,300,-1
133020679180240000,133020679180240000,,,1,0,,29,,29,12,15,1,10,2,300,300,-1,-1
133020679727750000,133020679180240000,133020679727750000,,1,0,,29,,29,12,22,1,10,0,300,300,300,-1
133020679728700000,133020679728700000,,,1,0,,29,,29,10,1,1,10,2,300,300,-1,-1
133020679728710000,133020679728710000,,,1,0,,29,,29,10,5,1,10,2,300,300,-1,-1
133020679728710000,133020679728710000,,,1,0,,29,,29,10,9,1,10,2,300,300,-1,-1
133020679728720000,133020679728720000,,,1,0,,29,,29,10,13,1,10,2,300,300,-1,-1
133020679728720000,133020679728720000,,,1,0,,29,,29,10,22,1,10,2,300,300,-1,-1
133020679728720000,133020679728720000,,,1,0,,29,,29,11,1,2,30,2,300,300,-1,-1
133020679728730000,133020679728730000,,,1,0,,29,,29,11,5,2,30,2,300,300,-1,-1
133020679728730000,133020679728730000,,,1,0,,29,,29,11,9,2,30,2,300,300,-1,-1
133020679728730000,133020679728730000,,,1,0,,29,,29,11,13,2,30,2,300,300,-1,-1
133020679728730000,133020679728730000,,,1,0,,29,,29,11,22,2,30,2,300,300,-1,-1
133020686738880000,133020686738880000,,,1,0,,29,,29,5,32,3,100,2,300,300,-1,-1
133020686739870000,133020686739870000,,,1,0,,29,,29,5,1,3,100,2,300,300,-1,-1
133020686746370000,133020686746370000,,,1,0,,29,,29,5,2,3,100,2,300,300,-1,-1
133020686746380000,133020686746380000,,,1,0,,29,,29,5,3,3,100,2,300,300,-1,-1
133020686746380000,133020686746380000,,,1,0,,29,,29,5,4,3,100,2,300,300,-1,-1
133020686746380000,133020686746380000,,,1,0,,29,,29,5,5,3,100,2,300,300,-1,-1
133020686746390000,133020686746390000,,,1,0,,29,,29,5,6,3,100,2,300,300,-1,-1
133020686746390000,133020686746390000,,,1,0,,29,,29,5,7,3,100,2,300,300,-1,-1
133020686746390000,133020686746390000,,,1,0,,29,,29,5,8,3,100,2,300,300,-1,-1
133020686746390000,133020686746390000,,,1,0,,29,,29,7,1,3,100,2,300,300,-1,-1
133020686746390000,133020686746390000,,,1,0,,29,,29,7,8,3,100,2,300,300,-1,-1
133020686746400000,133020686746400000,,,1,0,,29,,29,7,15,3,100,2,300,300,-1,-1
133020686746400000,133020686746400000,,,1,0,,29,,29,7,25,3,100,2,300,300,-1,-1
133020686746400000,133020686746400000,,,1,0,,29,,29,7,27,3,100,2,300,300,-1,-1
133020686746400000,133020686746400000,,,1,0,,29,,29,7,43,3,100,2,300,300,-1,-1
133020686777380000,133020686757880000,133020686777380000,,1,0,,29,,29,12,1,1,10,0,300,300,300,-1
133020686777390000,133020686757880000,133020686777390000,,1,0,,29,,29,12,5,1,10,0,300,300,300,-1
133020686777400000,133020686757880000,133020686777400000,,1,0,,29,,29,12,9,1,10,0,300,300,300,-1
133020686777400000,133020686757890000,133020686777400000,,1,0,,29,,29,12,13,1,10,0,300,300,300,-1
133020686757890000,133020686757890000,,,1,0,,29,,29,12,15,1,10,2,300,300,-1,-1
133020686777400000,133020686757890000,133020686777400000,,1,0,,29,,29,12,22,1,10,0,300,300,300,-1
133020689057310000,133020689057310000,,,1,0,,29,,29,5,32,3,100,2,300,300,-1,-1
133020689058300000,133020689058300000,,,1,0,,29,,29,5,1,3,100,2,300,300,-1,-1
133020689064800000,133020689064800000,,,1,0,,29,,29,5,2,3,100,2,300,300,-1,-1
133020689064810000,133020689064810000,,,1,0,,29,,29,5,3,3,100,2,300,300,-1,-1
133020689064820000,133020689064820000,,,1,0,,29,,29,5,4,3,100,2,300,300,-1,-1
133020689064820000,133020689064820000,,,1,0,,29,,29,5,5,3,100,2,300,300,-1,-1
133020689064820000,133020689064820000,,,1,0,,29,,29,5,6,3,100,2,300,300,-1,-1
133020689064820000,133020689064820000,,,1,0,,29,,29,5,7,3,100,2,300,300,-1,-1
133020689064820000,133020689064820000,,,1,0,,29,,29,5,8,3,100,2,300,300,-1,-1
133020689064830000,133020689064830000,,,1,0,,29,,29,7,1,3,100,2,300,300,-1,-1
133020689064830000,133020689064830000,,,1,0,,29,,29,7,8,3,100,2,300,300,-1,-1
133020689064830000,133020689064830000,,,1,0,,29,,29,7,15,3,100,2,300,300,-1,-1
133020689064830000,133020689064830000,,,1,0,,29,,29,7,25,3,100,2,300,300,-1,-1
133020689064830000,133020689064830000,,,1,0,,29,,29,7,27,3,100,2,300,300,-1,-1
133020689064840000,133020689064840000,,,1,0,,29,,29,7,43,3,100,2,300,300,-1,-1
133020689096810000,133020689076810000,133020689096810000,,1,0,,29,,29,12,1,1,10,0,300,300,300,-1
133020689096810000,133020689076810000,133020689096810000,,1,0,,29,,29,12,5,1,10,0,300,300,300,-1
133020689096820000,133020689076820000,133020689096820000,,1,0,,29,,29,12,9,1,10,0,300,300,300,-1
133020689096820000,133020689076820000,133020689096820000,,1,0,,29,,29,12,13,1,10,0,300,300,300,-1
133020689076820000,133020689076820000,,,1,0,,29,,29,12,15,1,10,2,300,300,-1,-1
133020689096820000,133020689076820000,133020689096820000,,1,0,,29,,29,12,22,1,10,0,300,300,300,-1
133020731199830000,133020731199830000,,,1,0,,29,,29,5,32,3,100,2,300,300,-1,-1
133020731201320000,133020731201320000,,,1,0,,29,,29,5,1,3,100,2,300,300,-1,-1
133020731207320000,133020731207320000,,,1,0,,29,,29,5,2,3,100,2,300,300,-1,-1
133020731207330000,133020731207330000,,,1,0,,29,,29,5,3,3,100,2,300,300,-1,-1
133020731207330000,133020731207330000,,,1,0,,29,,29,5,4,3,100,2,300,300,-1,-1
133020731207340000,133020731207340000,,,1,0,,29,,29,5,5,3,100,2,300,300,-1,-1
133020731207340000,133020731207340000,,,1,0,,29,,29,5,6,3,100,2,300,300,-1,-1
133020731207340000,133020731207340000,,,1,0,,29,,29,5,7,3,100,2,300,300,-1,-1
133020731207340000,133020731207340000,,,1,0,,29,,29,5,8,3,100,2,300,300,-1,-1
133020731207340000,133020731207340000,,,1,0,,29,,29,7,1,3,100,2,300,300,-1,-1
133020731207350000,133020731207350000,,,1,0,,29,,29,7,8,3,100,2,300,300,-1,-1
133020731207350000,133020731207350000,,,1,0,,29,,29,7,15,3,100,2,300,300,-1,-1
133020731207350000,133020731207350000,,,1,0,,29,,29,7,25,3,100,2,300,300,-1,-1
133020731207350000,133020731207350000,,,1,0,,29,,29,7,27,3,100,2,300,300,-1,-1
133020731207360000,133020731207360000,,,1,0,,29,,29,7,43,3,100,2,300,300,-1,-1
133020731239330000,133020731219330000,133020731239330000,,1,0,,29,,29,12,1,1,10,0,300,300,300,-1
133020731239330000,133020731219330000,133020731239330000,,1,0,,29,,29,12,5,1,10,0,300,300,300,-1
133020731239340000,133020731219340000,133020731239340000,,1,0,,29,,29,12,9,1,10,0,300,300,300,-1
133020731239340000,133020731219340000,133020731239340000,,1,0,,29,,29,12,13,1,10,0,300,300,300,-1
133020731219340000,133020731219340000,,,1,0,,29,,29,12,15,1,10,2,300,300,-1,-1
133020731239350000,133020731219340000,133020731239350000,,1,0,,29,,29,12,22,1,10,0,300,300,300,-1
133020742144240000,133020742144240000,,,1,0,,29,,29,5,32,3,100,2,300,300,-1,-1
133020742145740000,133020742145740000,,,1,0,,29,,29,5,1,3,100,2,300,300,-1,-1
133020742152240000,133020742152240000,,,1,0,,29,,29,5,2,3,100,2,300,300,-1,-1
133020742152240000,133020742152240000,,,1,0,,29,,29,5,3,3,100,2,300,300,-1,-1
133020742152250000,133020742152250000,,,1,0,,29,,29,5,4,3,100,2,300,300,-1,-1
133020742152250000,133020742152250000,,,1,0,,29,,29,5,5,3,100,2,300,300,-1,-1
133020742152250000,133020742152250000,,,1,0,,29,,29,5,6,3,100,2,300,300,-1,-1
133020742152250000,133020742152250000,,,1,0,,29,,29,5,7,3,100,2,300,300,-1,-1
133020742152250000,133020742152250000,,,1,0,,29,,29,5,8,3,100,2,300,300,-1,-1
133020742152260000,133020742152260000,,,1,0,,29,,29,7,1,3,100,2,300,300,-1,-1
133020742152260000,133020742152260000,,,1,0,,29,,29,7,8,3,100,2,300,300,-1,-1
133020742152260000,133020742152260000,,,1,0,,29,,29,7,15,3,100,2,300,300,-1,-1
133020742152260000,133020742152260000,,,1,0,,29,,29,7,25,3,100,2,300,300,-1,-1
133020742152260000,133020742152260000,,,1,0,,29,,29,7,27,3,100,2,300,300,-1,-1
133020742152270000,133020742152270000,,,1,0,,29,,29,7,43,3,100,2,300,300,-1,-1
133020742184240000,133020742164240000,133020742184240000,,1,0,,29,,29,12,1,1,10,0,300,300,300,-1
133020742184250000,133020742164250000,133020742184250000,,1,0,,29,,29,12,5,1,10,0,300,300,300,-1
133020742184250000,133020742164250000,133020742184250000,,1,0,,29,,29,12,9,1,10,0,300,300,300,-1
133020742184250000,133020742164250000,133020742184250000,,1,0,,29,,29,12,13,1,10,0,300,300,300,-1
133020742164250000,133020742164250000,,,1,0,,29,,29,12,15,1,10,2,300,300,-1,-1
133020742184250000,133020742164260000,133020742184250000,,1,0,,29,,29,12,22,1,10,0,300,300,300,-1
133021544769770000,133021544769770000,,,1,0,,29,,29,5,32,3,100,2,300,300,-1,-1
133021544771760000,133021544771760000,,,1,0,,29,,29,5,1,3,100,2,300,300,-1,-1
133021544777760000,133021544777760000,,,1,0,,29,,29,5,2,3,100,2,300,300,-1,-1
133021544777770000,133021544777770000,,,1,0,,29,,29,5,3,3,100,2,300,300,-1,-1
133021544777770000,133021544777770000,,,1,0,,29,,29,5,4,3,100,2,300,300,-1,-1
133021544777780000,133021544777780000,,,1,0,,29,,29,5,5,3,100,2,300,300,-1,-1
133021544777780000,133021544777780000,,,1,0,,29,,29,5,6,3,100,2,300,300,-1,-1
133021544777780000,133021544777780000,,,1,0,,29,,29,5,7,3,100,2,300,300,-1,-1
133021544777780000,133021544777780000,,,1,0,,29,,29,5,8,3,100,2,300,300,-1,-1
133021544777790000,133021544777790000,,,1,0,,29,,29,7,1,3,100,2,300,300,-1,-1
133021544777790000,133021544777790000,,,1,0,,29,,29,7,8,3,100,2,300,300,-1,-1
133021544777790000,133021544777790000,,,1,0,,29,,29,7,15,3,100,2,300,300,-1,-1
133021544777790000,133021544777790000,,,1,0,,29,,29,7,25,3,100,2,300,300,-1,-1
133021544777790000,133021544777790000,,,1,0,,29,,29,7,27,3,100,2,300,300,-1,-1
133021544777800000,133021544777800000,,,1,0,,29,,29,7,43,3,100,2,300,300,-1,-1
133021544808270000,133021544788770000,133021544808270000,,1,0,,29,,29,12,1,1,10,0,300,300,300,-1
133021544808270000,133021544788770000,133021544808270000,,1,0,,29,,29,12,5,1,10,0,300,300,300,-1
133021544808270000,133021544788780000,133021544808270000,,1,0,,29,,29,12,9,1,10,0,300,300,300,-1
133021544808280000,133021544788780000,133021544808280000,,1,0,,29,,29,12,13,1,10,0,300,300,300,-1
133021544788780000,133021544788780000,,,1,0,,29,,29,12,15,1,10,2,300,300,-1,-1
133021544808280000,133021544788780000,133021544808280000,,1,0,,29,,29,12,22,1,10,0,300,300,300,-1
133021545974290000,133021545974290000,,,1,0,,29,,29,5,32,3,100,2,300,300,-1,-1
133021545975280000,133021545975280000,,,1,0,,29,,29,5,1,3,100,2,300,300,-1,-1
133021545981780000,133021545981780000,,,1,0,,29,,29,5,2,3,100,2,300,300,-1,-1
133021545981790000,133021545981790000,,,1,0,,29,,29,5,3,3,100,2,300,300,-1,-1
133021545981790000,133021545981790000,,,1,0,,29,,29,5,4,3,100,2,300,300,-1,-1
133021545981790000,133021545981790000,,,1,0,,29,,29,5,5,3,100,2,300,300,-1,-1
133021545981800000,133021545981800000,,,1,0,,29,,29,5,6,3,100,2,300,300,-1,-1
133021545981800000,133021545981800000,,,1,0,,29,,29,5,7,3,100,2,300,300,-1,-1
133021545981800000,133021545981800000,,,1,0,,29,,29,5,8,3,100,2,300,300,-1,-1
133021545981800000,133021545981800000,,,1,0,,29,,29,7,1,3,100,2,300,300,-1,-1
133021545981800000,133021545981800000,,,1,0,,29,,29,7,8,3,100,2,300,300,-1,-1
133021545981810000,133021545981810000,,,1,0,,29,,29,7,15,3,100,2,300,300,-1,-1
133021545981810000,133021545981810000,,,1,0,,29,,29,7,25,3,100,2,300,300,-1,-1
133021545981810000,133021545981810000,,,1,0,,29,,29,7,27,3,100,2,300,300,-1,-1
133021545981820000,133021545981820000,,,1,0,,29,,29,7,43,3,100,2,300,300,-1,-1
133021546012790000,133021545993290000,133021546012790000,,1,0,,29,,29,12,1,1,10,0,300,300,300,-1
133021546012790000,133021545993300000,133021546012790000,,1,0,,29,,29,12,5,1,10,0,300,300,300,-1
133021546012800000,133021545993300000,133021546012800000,,1,0,,29,,29,12,9,1,10,0,300,300,300,-1
133021546012800000,133021545993300000,133021546012800000,,1,0,,29,,29,12,13,1,10,0,300,300,300,-1
133021545993300000,133021545993300000,,,1,0,,29,,29,12,15,1,10,2,300,300,-1,-1
133021546012800000,133021545993300000,133021546012800000,,1,0,,29,,29,12,22,1,10,0,300,300,300,-1
133021548828630000,133021548828630000,,,1,0,,29,,29,5,32,3,100,2,300,300,-1,-1
133021548830120000,133021548830120000,,,1,0,,29,,29,5,1,3,100,2,300,300,-1,-1
133021548836120000,133021548836120000,,,1,0,,29,,29,5,2,3,100,2,300,300,-1,-1
133021548836130000,133021548836130000,,,1,0,,29,,29,5,3,3,100,2,300,300,-1,-1
133021548836130000,133021548836130000,,,1,0,,29,,29,5,4,3,100,2,300,300,-1,-1
133021548836140000,133021548836140000,,,1,0,,29,,29,5,5,3,100,2,300,300,-1,-1
133021548836140000,133021548836140000,,,1,0,,29,,29,5,6,3,100,2,300,300,-1,-1
133021548836140000,133021548836140000,,,1,0,,29,,29,5,7,3,100,2,300,300,-1,-1
133021548836140000,133021548836140000,,,1,0,,29,,29,5,8,3,100,2,300,300,-1,-1
133021548836140000,133021548836140000,,,1,0,,29,,29,7,1,3,100,2,300,300,-1,-1
133021548836150000,133021548836150000,,,1,0,,29,,29,7,8,3,100,2,300,300,-1,-1
133021548836150000,133021548836150000,,,1,0,,29,,29,7,15,3,100,2,300,300,-1,-1
133021548836150000,133021548836150000,,,1,0,,29,,29,7,25,3,100,2,300,300,-1,-1
133021548836150000,133021548836150000,,,1,0,,29,,29,7,27,3,100,2,300,300,-1,-1
133021548836160000,133021548836160000,,,1,0,,29,,29,7,43,3,100,2,300,300,-1,-1
133021548868130000,133021548848130000,133021548868130000,,1,0,,29,,29,12,1,1,10,0,300,300,300,-1
133021548868130000,133021548848130000,133021548868130000,,1,0,,29,,29,12,5,1,10,0,300,300,300,-1
133021548868140000,133021548848140000,133021548868140000,,1,0,,29,,29,12,9,1,10,0,300,300,300,-1
133021548868140000,133021548848140000,133021548868140000,,1,0,,29,,29,12,13,1,10,0,300,300,300,-1
133021548848140000,133021548848140000,,,1,0,,29,,29,12,15,1,10,2,300,300,-1,-1
133021548868140000,133021548848140000,133021548868140000,,1,0,,29,,29,12,22,1,10,0,300,300,300,-1
133021550017340000,133021550017340000,,,1,0,,29,,29,5,32,3,100,2,300,300,-1,-1
133021550018840000,133021550018840000,,,1,0,,29,,29,5,1,3,100,2,300,300,-1,-1
133021550025340000,133021550025340000,,,1,0,,29,,29,5,2,3,100,2,300,300,-1,-1
133021550025340000,133021550025340000,,,1,0,,29,,29,5,3,3,100,2,300,300,-1,-1
133021550025350000,133021550025350000,,,1,0,,29,,29,5,4,3,100,2,300,300,-1,-1
133021550025350000,133021550025350000,,,1,0,,29,,29,5,5,3,100,2,300,300,-1,-1
133021550025350000,133021550025350000,,,1,0,,29,,29,5,6,3,100,2,300,300,-1,-1
133021550025350000,133021550025350000,,,1,0,,29,,29,5,7,3,100,2,300,300,-1,-1
133021550025350000,133021550025350000,,,1,0,,29,,29,5,8,3,100,2,300,300,-1,-1
133021550025360000,133021550025360000,,,1,0,,29,,29,7,1,3,100,2,300,300,-1,-1
133021550025360000,133021550025360000,,,1,0,,29,,29,7,8,3,100,2,300,300,-1,-1
133021550025360000,133021550025360000,,,1,0,,29,,29,7,15,3,100,2,300,300,-1,-1
133021550025360000,133021550025360000,,,1,0,,29,,29,7,25,3,100,2,300,300,-1,-1
133021550025370000,133021550025370000,,,1,0,,29,,29,7,27,3,100,2,300,300,-1,-1
133021550025370000,133021550025370000,,,1,0,,29,,29,7,43,3,100,2,300,300,-1,-1
133021550057340000,133021550037340000,133021550057340000,,1,0,,29,,29,12,1,1,10,0,300,300,300,-1
133021550057350000,133021550037350000,133021550057350000,,1,0,,29,,29,12,5,1,10,0,300,300,300,-1
133021550057350000,133021550037350000,133021550057350000,,1,0,,29,,29,12,9,1,10,0,300,300,300,-1
133021550057350000,133021550037360000,133021550057350000,,1,0,,29,,29,12,13,1,10,0,300,300,300,-1
133021550037370000,133021550037370000,,,1,0,,29,,29,12,15,1,10,2,300,300,-1,-1
133021550057360000,133021550037370000,133021550057360000,,1,0,,29,,29,12,22,1,10,0,300,300,300,-1
133021551184660000,133021551184660000,,,1,0,,29,,29,5,32,3,100,2,300,300,-1,-1
133021551186160000,133021551186160000,,,1,0,,29,,29,5,1,3,100,2,300,300,-1,-1
133021551241660000,133021551241660000,,,1,0,,29,,29,5,2,3,100,2,300,300,-1,-1
133021551241660000,133021551241660000,,,1,0,,29,,29,5,3,3,100,2,300,300,-1,-1
133021551241660000,133021551241660000,,,1,0,,29,,29,5,4,3,100,2,300,300,-1,-1
133021551241670000,133021551241670000,,,1,0,,29,,29,5,5,3,100,2,300,300,-1,-1
133021551241670000,133021551241670000,,,1,0,,29,,29,5,6,3,100,2,300,300,-1,-1
133021551241670000,133021551241670000,,,1,0,,29,,29,5,7,3,100,2,300,300,-1,-1
133021551241670000,133021551241670000,,,1,0,,29,,29,5,8,3,100,2,300,300,-1,-1
133021551241680000,133021551241680000,,,1,0,,29,,29,7,1,3,100,2,300,300,-1,-1
133021551241680000,133021551241680000,,,1,0,,29,,29,7,8,3,100,2,300,300,-1,-1
133021551241680000,133021551241680000,,,1,0,,29,,29,7,15,3,100,2,300,300,-1,-1
133021551241680000,133021551241680000,,,1,0,,29,,29,7,25,3,100,2,300,300,-1,-1
133021551241680000,133021551241680000,,,1,0,,29,,29,7,27,3,100,2,300,300,-1,-1
133021551241690000,133021551241690000,,,1,0,,29,,29,7,43,3,100,2,300,300,-1,-1
133021551274660000,133021551254160000,133021551274660000,,1,0,,29,,29,12,1,1,10,0,300,300,300,-1
133021551274670000,133021551254180000,133021551274670000,,1,0,,29,,29,12,5,1,10,0,300,300,300,-1
133021551274670000,133021551254190000,133021551274670000,,1,0,,29,,29,12,9,1,10,0,300,300,300,-1
133021551274670000,133021551254190000,133021551274670000,,1,0,,29,,29,12,13,1,10,0,300,300,300,-1
133021551254190000,133021551254190000,,,1,0,,29,,29,12,15,1,10,2,300,300,-1,-1
133021551274680000,133021551254190000,133021551274680000,,1,0,,29,,29,12,22,1,10,0,300,300,300,-1
133021552869030000,133021552869030000,,,1,0,,29,,29,5,32,3,100,2,300,300,-1,-1
133021552870520000,133021552870520000,,,1,0,,29,,29,5,1,3,100,2,300,300,-1,-1
133021552880520000,133021552880520000,,,1,0,,29,,29,5,2,3,100,2,300,300,-1,-1
133021552880530000,133021552880530000,,,1,0,,29,,29,5,3,3,100,2,300,300,-1,-1
133021552880540000,133021552880540000,,,1,0,,29,,29,5,4,3,100,2,300,300,-1,-1
133021552880540000,133021552880540000,,,1,0,,29,,29,5,5,3,100,2,300,300,-1,-1
133021552880540000,133021552880540000,,,1,0,,29,,29,5,6,3,100,2,300,300,-1,-1
133021552880540000,133021552880540000,,,1,0,,29,,29,5,7,3,100,2,300,300,-1,-1
133021552880540000,133021552880540000,,,1,0,,29,,29,5,8,3,100,2,300,300,-1,-1
133021552880550000,133021552880550000,,,1,0,,29,,29,7,1,3,100,2,300,300,-1,-1
133021552880550000,133021552880550000,,,1,0,,29,,29,7,8,3,100,2,300,300,-1,-1
133021552880550000,133021552880550000,,,1,0,,29,,29,7,15,3,100,2,300,300,-1,-1
133021552880560000,133021552880560000,,,1,0,,29,,29,7,25,3,100,2,300,300,-1,-1
133021552880570000,133021552880570000,,,1,0,,29,,29,7,27,3,100,2,300,300,-1,-1
133021552880580000,133021552880580000,,,1,0,,29,,29,7,43,3,100,2,300,300,-1,-1
133021552912520000,133021552892530000,133021552912520000,,1,0,,29,,29,12,1,1,10,0,300,300,300,-1
133021552912530000,133021552892540000,133021552912530000,,1,0,,29,,29,12,5,1,10,0,300,300,300,-1
133021552912540000,133021552892540000,133021552912540000,,1,0,,29,,29,12,9,1,10,0,300,300,300,-1
133021552912540000,133021552892540000,133021552912540000,,1,0,,29,,29,12,13,1,10,0,300,300,300,-1
133021555965520000,133021552892540000,133021555965520000,,1,0,,29,,29,12,15,1,10,0,300,300,300,-1
133021552912540000,133021552892550000,133021552912540000,,1,0,,29,,29,12,22,1,10,0,300,300,300,-1
133021557049710000,133021557049710000,,,1,0,,29,,29,5,32,3,100,2,300,300,-1,-1
133021557051210000,133021557051210000,,,1,0,,29,,29,5,1,3,100,2,300,300,-1,-1
133021557061710000,133021557061710000,,,1,0,,29,,29,5,2,3,100,2,300,300,-1,-1
133021557061710000,133021557061710000,,,1,0,,29,,29,5,3,3,100,2,300,300,-1,-1
133021557061720000,133021557061720000,,,1,0,,29,,29,5,4,3,100,2,300,300,-1,-1
133021557061720000,133021557061720000,,,1,0,,29,,29,5,5,3,100,2,300,300,-1,-1
133021557061720000,133021557061720000,,,1,0,,29,,29,5,6,3,100,2,300,300,-1,-1
133021557061720000,133021557061720000,,,1,0,,29,,29,5,7,3,100,2,300,300,-1,-1
133021557061720000,133021557061720000,,,1,0,,29,,29,5,8,3,100,2,300,300,-1,-1
133021557061730000,133021557061730000,,,1,0,,29,,29,7,1,3,100,2,300,300,-1,-1
133021557061730000,133021557061730000,,,1,0,,29,,29,7,8,3,100,2,300,300,-1,-1
133021557061740000,133021557061740000,,,1,0,,29,,29,7,15,3,100,2,300,300,-1,-1
133021557061740000,133021557061740000,,,1,0,,29,,29,7,25,3,100,2,300,300,-1,-1
133021557061740000,133021557061740000,,,1,0,,29,,29,7,27,3,100,2,300,300,-1,-1
133021557061740000,133021557061740000,,,1,0,,29,,29,7,43,3,100,2,300,300,-1,-1
133021557093710000,133021557073710000,133021557093710000,,1,0,,29,,29,12,1,1,10,0,300,300,300,-1
133021557093720000,133021557073720000,133021557093720000,,1,0,,29,,29,12,5,1,10,0,300,300,300,-1
133021557093720000,133021557073720000,133021557093720000,,1,0,,29,,29,12,9,1,10,0,300,300,300,-1
133021557093720000,133021557073720000,133021557093720000,,1,0,,29,,29,12,13,1,10,0,300,300,300,-1
133021557093730000,133021557073720000,133021557093730000,,1,0,,29,,29,12,15,1,10,0,300,300,300,-1
133021557093730000,133021557073730000,133021557093730000,,1,0,,29,,29,12,22,1,10,0,300,300,300,-1
133014715044010000,133014715044010000,,,1,0,,29,,29,5,32,3,100,2,300,300,-1,-1
133014720219010000,133014720215010000,133014720219010000,,1,0,,29,,29,12,1,1,10,0,300,300,300,-1
